Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Unemployment Rate,House Value,House Construction Year,Monthly Owner Cost,Monthly Rent,Public Transport Rate,Personal Transport Rate,Commute Time Public,Commute Time Car,High School Rate,College Rate,Uneducated Rate,English Language Rate,Spanish Language Rate,White Population Rate,Black Population Rate,Hispanic Population Rate,Asian Population Rate,City,County,Lat,Lng,Housing_units,State
95454,2075.0,47.6,28839.0,20501.0,28.3855421686747,8.19277108433735,345000.0,1979.0,1758.0,422.0,0.0,46.2059620596206,-666666666.0,7130.0,27.46987951807229,12.819277108433734,0.7710843373493976,94.79518072289156,1.7349397590361446,73.78313253012048,0.0481927710843373,9.542168674698797,0.3855421686746988,Laytonville,Mendocino County,39.8,-123.6,1331.0,CA
95456,731.0,57.0,38724.0,28841.0,10.6703146374829,4.1039671682626535,313800.0,1982.0,1903.0,811.0,0.0,59.20679886685552,0.0,0.0,14.774281805745554,13.679890560875512,0.0,96.71682626538988,0.8207934336525308,97.5376196990424,0.0,0.8207934336525308,1.6415868673050615,Little River,Mendocino County,39.3,-123.7,605.0,CA
95457,3162.0,51.9,38456.0,22078.0,13.06135357368754,11.290322580645162,144400.0,1979.0,1506.0,1097.0,2.7091633466135456,80.4780876494024,0.0,0.0,17.900063251106893,8.25426944971537,0.2530044275774826,81.49905123339659,12.58697027197976,79.34851359898798,0.6641366223908919,15.02213788741303,0.0,Lower Lake,Lake County,38.9,-122.5,1712.0,CA
95458,3176.0,34.1,23162.0,12182.0,38.60201511335013,5.95088161209068,85700.0,1970.0,1098.0,824.0,0.0,76.85185185185185,0.0,0.0,17.38035264483627,3.3060453400503778,1.605793450881612,76.66876574307305,8.753148614609572,72.38664987405542,1.0075566750629723,18.734256926952146,3.27455919395466,Lucerne,Lake County,39.09,-122.77,1904.0,CA
95459,581.0,43.1,45000.0,22927.0,12.220309810671257,7.573149741824441,368100.0,1979.0,1859.0,1026.0,0.0,73.10924369747899,0.0,0.0,17.03958691910499,10.843373493975903,0.0,64.8881239242685,21.85886402753873,75.7314974182444,0.0,32.18588640275387,0.1721170395869191,Manchester,Mendocino County,39.0,-123.6,421.0,CA
95460,2364.0,61.4,49984.0,37151.0,6.429780033840948,1.4805414551607443,514400.0,1980.0,2454.0,1062.0,0.0,73.7419945105215,-666666666.0,12745.0,12.90186125211506,25.888324873096447,0.0,92.51269035532997,0.9729272419627748,87.69035532994924,0.0,5.922165820642978,5.160744500846024,Mendocino,Mendocino County,39.3,-123.7,1555.0,CA
95461,3298.0,51.9,58091.0,29230.0,11.461491813220134,5.973317161916313,281500.0,1974.0,2087.0,967.0,0.931899641577061,70.46594982078852,0.0,0.0,14.160097028502122,17.1922377198302,0.3032140691328077,86.23408126137053,10.491206791995149,88.23529411764706,2.486355366889024,10.855063674954518,3.1837477258944813,Middletown,Lake County,38.8,-122.6,1886.0,CA
95462,1216.0,53.5,35685.0,32231.0,21.13486842105263,7.565789473684211,325300.0,1949.0,1714.0,926.0,2.415458937198068,72.70531400966183,0.0,0.0,15.707236842105264,11.513157894736842,0.0,90.13157894736842,0.986842105263158,86.26644736842105,2.713815789473684,4.194078947368421,1.3980263157894737,Monte Rio,Sonoma County,38.46,-123.01,1135.0,CA
95464,2295.0,47.0,31200.0,21855.0,27.015250544662308,3.8344226579520697,147800.0,1969.0,1170.0,780.0,1.413427561837456,69.02237926972909,0.0,0.0,23.92156862745098,5.577342047930284,0.130718954248366,83.92156862745098,8.148148148148149,76.99346405228758,2.4836601307189543,14.161220043572984,3.355119825708061,Nice,Lake County,39.13,-122.84,1582.0,CA
95465,2237.0,46.2,68438.0,49457.0,16.62941439427805,5.587840858292356,595100.0,1971.0,2694.0,1192.0,0.0,81.72690763052209,0.0,0.0,8.314707197139025,25.52525704067948,0.0,94.99329459097004,1.430487259722843,95.93205185516317,0.0,1.475189986589182,0.4023245417970496,Occidental,Sonoma County,38.4,-123.02,1314.0,CA
95466,864.0,46.9,56161.0,24141.0,14.930555555555555,3.587962962962963,589300.0,1975.0,2054.0,731.0,0.0,65.4178674351585,0.0,0.0,18.05555555555556,13.425925925925926,1.3888888888888888,66.31944444444444,19.328703703703702,89.81481481481481,4.513888888888889,19.90740740740741,0.0,Philo,Mendocino County,39.1,-123.5,461.0,CA
95467,5986.0,40.4,66682.0,28612.0,10.925492816572,3.859004343468092,194000.0,1992.0,1879.0,1513.0,0.3717472118959107,78.5212722015696,0.0,0.0,14.834614099565654,9.973270965586368,0.7183427998663549,80.07016371533578,12.161710658202471,88.97427330437688,0.0,15.970598062145005,1.2696291346475108,Hidden Valley Lake,Lake County,38.8,-122.55,2565.0,CA
95468,1156.0,49.0,42885.0,24868.0,20.501730103806228,4.930795847750865,387100.0,1978.0,2128.0,775.0,0.0,65.37037037037037,0.0,0.0,17.1280276816609,10.034602076124568,1.2110726643598615,77.50865051903114,15.051903114186851,73.44290657439447,0.7785467128027682,22.57785467128028,1.1245674740484428,Point Arena,Mendocino County,38.9,-123.6,703.0,CA
95469,1963.0,39.3,54167.0,26149.0,23.12786551197147,9.526235354049923,459300.0,1974.0,1891.0,1327.0,0.0,83.91356542617046,0.0,0.0,14.977075904228222,9.424350483953132,1.9867549668874167,83.5455934793683,8.609271523178808,92.20580743759552,0.5094243504839532,11.105450840550178,0.2037697401935812,Potter Valley,Mendocino County,39.4,-123.0,1014.0,CA
95470,7009.0,39.3,61882.0,23707.0,12.983307176487374,5.9352261378228,322800.0,1977.0,1673.0,1182.0,0.5266418835192069,83.33333333333333,0.0,0.0,17.491796261948924,7.904123270081324,0.0,78.22799258096732,16.535882436866885,81.70923098872878,0.7847053787986874,22.15722642317021,0.28534741047225,Redwood Valley,Mendocino County,39.3,-123.3,2391.0,CA
95472,30281.0,50.9,71211.0,41713.0,9.831247316799312,3.7944585713813934,631100.0,1971.0,2419.0,1248.0,1.3153524214442305,73.3010031223012,0.0,0.0,12.192463921270765,19.78798586572438,0.4061953039859978,85.02691456689013,7.922459628149665,88.92044516363396,1.2879363297117004,9.619893662692778,1.8823684818863315,Sebastopol,Sonoma County,38.4,-122.9,13187.0,CA
95476,37646.0,45.8,60641.0,44255.0,12.583010147160389,4.4307496148329175,502300.0,1975.0,2438.0,1309.0,2.255898054072671,71.03495780954022,0.0,0.0,11.456728470488232,18.37911066248738,1.1342506507995538,67.40423949423578,23.989268448175103,81.23306592997928,0.2815704191680391,29.90224725070393,1.734580035063486,Sonoma,Sonoma County,38.2,-122.5,16559.0,CA
95482,32892.0,37.1,44596.0,23524.0,21.6618022619482,6.776723823422109,283400.0,1973.0,1908.0,955.0,0.4529750479846449,77.0978886756238,1510.0,153590.0,14.815152620698042,10.27605496777332,1.0488872674206493,67.45713243341847,22.446187522801896,79.08305971056792,0.9090356317645628,31.70375775264502,2.7666301836312783,Ukiah,Mendocino County,39.1,-123.3,12571.0,CA
95485,2492.0,45.1,30321.0,18195.0,24.558587479935795,4.333868378812199,163800.0,1978.0,1606.0,1109.0,1.4588859416445623,72.41379310344827,0.0,0.0,12.520064205457464,3.972712680577849,0.521669341894061,88.92455858747994,5.658105939004815,88.0016051364366,0.0,11.837881219903691,0.3611556982343499,Upper Lake,Lake County,39.2,-122.9,1265.0,CA
95490,12661.0,46.4,37456.0,21595.0,21.909801753416,5.994787141615986,218100.0,1977.0,1338.0,970.0,2.010152284263959,71.49238578680203,0.0,0.0,16.92599320748756,9.043519469236236,0.8846062712266014,82.52902614327462,9.067214280072664,88.65018560935155,0.0315930811152357,14.366953637153465,0.5686754600742437,Willits,Mendocino County,39.5,-123.3,6012.0,CA
